id;titel;quelle;kategorie;unterkategorie;punkte;rang_in_unterkategorie;empfehlung;warum
sw-hansi-pieps-einmal;Hansi pieps einmal;Spielewiki;ankommen;namen;4;50;Reserve (zweite Reihe);ausführlich beschrieben
sw-ich-habe-schon-einmal;Ich habe schon einmal;Spielewiki;ankommen;namen;4;51;Reserve (zweite Reihe);ausführlich beschrieben
sw-ich-packe-in-meinen-rucksack;Ich packe in meinen Rucksack;Spielewiki;ruhig;namen;4;52;Reserve (zweite Reihe);ausführlich beschrieben, kein Material, Corona/Online
sw-ich-sitze-im-grunen-und-liebe;Ich sitze im Grünen und liebe;Spielewiki;ankommen;namen;4;53;Reserve (zweite Reihe);ausführlich beschrieben
sw-name-und-bewegung;Name und Bewegung;Spielewiki;ankommen;namen;4;54;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material, Corona/Online
sw-schlusselbund;Schlüsselbund;Spielewiki;ankommen;namen;4;55;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Corona/Online
sw-speeddating;Speeddating;Spielewiki;ankommen;namen;4;56;Reserve (zweite Reihe);ausführlich beschrieben
ps-funker-funker;Funker Funker;pfadfinder-spiele;ankommen;namen;3;57;Reserve (zweite Reihe);Dublette, Altersstufe da, kurz genug für einen Slot, kein Material
sw-namensballchen;Namensbällchen;Spielewiki;ankommen;namen;3;58;Reserve (zweite Reihe);
sw-hochstapeln;Hochstapeln;Spielewiki;ankommen;namen;2;59;Reserve (zweite Reihe);
sw-teamvorstellung;Teamvorstellung;Spielewiki;ankommen;namen;2;60;Reserve (zweite Reihe);ausführlich beschrieben, Corona/Online
sw-wer-fehlt;Wer fehlt;Spielewiki;ankommen;namen;2;61;Reserve (zweite Reihe);
sw-lauf-weg;Lauf weg;Spielewiki;ankommen;namen;1;62;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kein Material
sw-fadennetz;Fadennetz;Spielewiki;ankommen;namen;0;63;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
ps-ich-packe-meinen-koffer;Ich packe meinen Koffer;pfadfinder-spiele;ankommen;namen;0;64;Reserve (zweite Reihe);Dublette, Altersstufe da, kurz genug für einen Slot, kein Material, Corona/Online
sw-koffer-packen-auf-der-slackline;Koffer Packen auf der Slackline;Spielewiki;ankommen;namen;0;65;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
sw-namenschlagen;Namenschlagen;Spielewiki;ankommen;namen;0;66;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kein Material
sw-namensjonglage;Namensjonglage;Spielewiki;ankommen;namen;0;67;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
sw-names-luftballon;Names-Luftballon;Spielewiki;ankommen;namen;0;68;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
sw-paarweise-vorstellen;Paarweise Vorstellen;Spielewiki;ankommen;namen;0;69;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-pferderennen;Pferderennen;Spielewiki;ankommen;namen;0;70;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-zipp-zapp;Zipp Zapp;Spielewiki;ankommen;namen;-2;71;Reserve (zweite Reihe);Dublette, ausführlich beschrieben
ps-angesprochen;Angesprochen;pfadfinder-spiele;ankommen;namen;-3;72;Reserve (zweite Reihe);Dublette, Altersstufe da, kurz genug für einen Slot, Corona/Online
sw-1-2-3;1 2 3;Spielewiki;kreis;reaktion;9;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-ha-ha-ha;Ha Ha Ha;Spielewiki;kreis;reaktion;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-zipp-zapp-zopp;Zipp Zapp Zopp;Spielewiki;kreis;reaktion;9;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-concentration;Concentration;Spielewiki;kreis;reaktion;8;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-bippety-bop;Bippety Bop;Spielewiki;kreis;reaktion;7;5;Kern;ausführlich beschrieben, kein Material
sw-dirigent;Dirigent;Spielewiki;kreis;reaktion;7;6;Kern;ausführlich beschrieben, kein Material
sw-ernst-auf-ernst;Ernst auf Ernst;Spielewiki;kreis;reaktion;7;7;Kern;kurz genug für einen Slot, kein Material
sw-es-fliegt-es-fliegt;Es fliegt es fliegt;Spielewiki;kreis;reaktion;7;8;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-grossknecht;Großknecht;Spielewiki;kreis;reaktion;7;9;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-kopieren;Kopieren;Spielewiki;kreis;reaktion;7;10;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material
sw-ringsuche;Ringsuche;Spielewiki;kreis;reaktion;7;11;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-simon-says;Simon Says;Spielewiki;kreis;reaktion;7;12;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-toasterspiel;Toasterspiel;Spielewiki;kreis;reaktion;7;13;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-armer-schwarzer-kater;Armer schwarzer Kater;Spielewiki;kreis;reaktion;6;14;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-huhnerspiel;Hühnerspiel;Spielewiki;kreis;reaktion;6;15;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-dschungeltelefon;Dschungeltelefon;Spielewiki;kreis;reaktion;5;16;Reserve (zweite Reihe);ausführlich beschrieben
sw-daumenkonig;Daumenkönig;Spielewiki;kreis;reaktion;4;17;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein, kein Material
sw-bushaltestelle;Bushaltestelle;Spielewiki;kreis;reaktion;3;18;Reserve (zweite Reihe);
sw-heuwagen-mistwagen;Heuwagen-Mistwagen;Spielewiki;ruhig;reflexion;7;1;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-papierknauel-reflexion;Papierknäuel-Reflexion;Spielewiki;ruhig;reflexion;7;2;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-perlenmosaik;Perlenmosaik;Spielewiki;ruhig;reflexion;7;3;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-stimmungs-matrix;Stimmungs-Matrix;Spielewiki;ruhig;reflexion;7;4;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-zielscheiben-reflexion;Zielscheiben-Reflexion;Spielewiki;ruhig;reflexion;6;5;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-wahlurnen-reflexion;Wahlurnen-Reflexion;Spielewiki;ruhig;reflexion;4;6;Reserve (zweite Reihe);ausführlich beschrieben, viel Material
sw-streichholz-reflexion;Streichholz-Reflexion;Spielewiki;ruhig;reflexion;2;7;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Tipps da, kurz genug für einen Slot
sw-blitzlicht-reflexion;Blitzlicht-Reflexion;Spielewiki;ruhig;reflexion;1;8;Reserve (zweite Reihe);Dublette, kurz genug für einen Slot, kein Material
sw-plus-minus-interessant;Plus Minus Interessant;Spielewiki;ruhig;reflexion;1;9;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
sw-stimmungsbarometer;Stimmungsbarometer;Spielewiki;ruhig;reflexion;1;10;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot
sw-ampel-reflexion;Ampel-Reflexion;Spielewiki;ruhig;reflexion;-2;11;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, viel Material
sw-blinder-pirat;Blinder Pirat;Spielewiki;ruhig;ruhig;9;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-leuchtturm;Leuchtturm;Spielewiki;ruhig;ruhig;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-ecken-begrussen;Ecken begrüßen;Spielewiki;ruhig;ruhig;6;3;Kern;ausführlich beschrieben, kein Material
sw-fahrbahnen;Fahrbahnen;Spielewiki;ruhig;ruhig;6;4;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-mein-linker-platz-ist-frei;Mein linker Platz ist frei;Spielewiki;kreis;ruhig;6;5;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-ozeanwelle;Ozeanwelle;Spielewiki;kreis;ruhig;5;6;Reserve (zweite Reihe);ausführlich beschrieben
sw-blinde-wegsuche;Blinde Wegsuche;Spielewiki;ruhig;ruhig;4;7;Reserve (zweite Reihe);kurz genug für einen Slot
sw-lowenjagd;Löwenjagd;Spielewiki;ruhig;ruhig;4;8;Reserve (zweite Reihe);kein Material
sw-obstsalat;Obstsalat;Spielewiki;kreis;ruhig;4;9;Reserve (zweite Reihe);ausführlich beschrieben
sw-platztausch;Platztausch;Spielewiki;kreis;ruhig;4;10;Reserve (zweite Reihe);ausführlich beschrieben
sw-zahlensalat;Zahlensalat;Spielewiki;kreis;ruhig;4;11;Reserve (zweite Reihe);ausführlich beschrieben
sw-zwinkern;Zwinkern;Spielewiki;kreis;ruhig;4;12;Reserve (zweite Reihe);ausführlich beschrieben
sw-have-you-ever-seen-a-penguin-come-to-tea;Have you ever seen a penguin come to tea;Spielewiki;kreis;singen;9;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-here-we-go-with-the-big-fat-pony;Here we go with the big fat pony;Spielewiki;kreis;singen;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-laurentia;Laurentia;Spielewiki;kreis;singen;9;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-mimi-klatsch-spiel;Mimi-Klatsch-Spiel;Spielewiki;kreis;singen;9;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-wir-sind-schimpansen;Wir sind Schimpansen;Spielewiki;kreis;singen;9;5;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-10-kleine-fische;10 kleine Fische;Spielewiki;kreis;singen;8;6;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-auf-einem-berg-da-steht-ein-haus;Auf einem Berg da steht ein Haus;Spielewiki;kreis;singen;8;7;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-boogaloo;Boogaloo;Spielewiki;kreis;singen;8;8;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-don-alfonso;Don Alfonso;Spielewiki;kreis;singen;8;9;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-dornroschen;Dornröschen;Spielewiki;kreis;singen;8;10;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-drei-chinesen-mit-dem-kontrabass;Drei Chinesen mit dem Kontrabass;Spielewiki;kreis;singen;8;11;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-head-shoulders-knees-toes;Head Shoulders Knees Toes;Spielewiki;kreis;singen;8;12;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-hi-my-name-is-joe;Hi my name is Joe;Spielewiki;kreis;singen;8;13;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-if-you-re-happy-and-you-know-it;If you're happy and you know it;Spielewiki;kreis;singen;8;14;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-liebe-schwester-tanz-mit-mir;Liebe Schwester tanz mit mir;Spielewiki;kreis;singen;8;15;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-oh-bonnie-bonnie-bonnie;Oh Bonnie Bonnie Bonnie;Spielewiki;kreis;singen;8;16;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-once-an-austrian;Once an Austrian;Spielewiki;kreis;singen;8;17;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-one-two-three-break-it-down;One Two Three Break It Down;Spielewiki;kreis;singen;8;18;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-singing-in-the-rain;Singing in the Rain;Spielewiki;kreis;singen;8;19;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-vater-abraham;Vater Abraham;Spielewiki;kreis;singen;8;20;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-a-ram-sam-sam;A Ram Sam Sam;Spielewiki;kreis;singen;7;21;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-filis-balaba;Filis Balaba;Spielewiki;kreis;singen;7;22;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-ford-escort;Ford Escort;Spielewiki;kreis;singen;7;23;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-haslein-in-der-grube;Häslein in der Grube;Spielewiki;kreis;singen;7;24;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-massagekette;Massagekette;Spielewiki;bewegung_drinnen;singen;7;25;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-mein-hut-der-hat-drei-ecken;Mein Hut der hat drei Ecken;Spielewiki;kreis;singen;7;26;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-nimm;Nimm;Spielewiki;bewegung_drinnen;singen;7;27;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-bada-bada-bada-ba;Bada Bada Bada Ba;Spielewiki;kreis;singen;6;28;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-fast-food-spiel;Fast-Food-Spiel;Spielewiki;bewegung_drinnen;singen;6;29;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-fli-fly;Fli Fly;Spielewiki;kreis;singen;6;30;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material
sw-jack-sass-in-der-kuche-mit-tina;Jack saß in der Küche mit Tina;Spielewiki;kreis;singen;6;31;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-jukebox;Jukebox;Spielewiki;kreis;singen;6;32;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-luftballontanz;Luftballontanz;Spielewiki;bewegung_drinnen;singen;6;33;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-schaukelpferd;Schaukelpferd;Spielewiki;kreis;singen;6;34;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-up-schubidu;Up-Schubidu;Spielewiki;kreis;singen;6;35;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-bi-ba-butzemann;Bi-Ba-Butzemann;Spielewiki;kreis;singen;5;36;Reserve (zweite Reihe);ausführlich beschrieben
sw-rette-mich-wer-kann;Rette mich wer kann;Spielewiki;bewegung_drinnen;singen;5;37;Reserve (zweite Reihe);ausführlich beschrieben, kein Material, braucht große Gruppe
sw-rufallee;Rufallee;Spielewiki;kreis;singen;5;38;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-zeitungstanz;Zeitungstanz;Spielewiki;bewegung_drinnen;singen;5;39;Reserve (zweite Reihe);kurz genug für einen Slot
sw-becher-rhythmus;Becher-Rhythmus;Spielewiki;kreis;singen;2;40;Reserve (zweite Reihe);ausführlich beschrieben
sw-reise-nach-jerusalem;Reise nach Jerusalem;Spielewiki;bewegung_drinnen;singen;2;41;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-reise-nach-jerusalem-extrem;Reise nach Jerusalem extrem;Spielewiki;bewegung_drinnen;singen;1;42;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-aufstehen;Aufstehen;Spielewiki;kooperation;sonstiges;8;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-taler-taler-du-musst-wandern;Taler Taler du musst wandern;Spielewiki;bewegung_drinnen;sonstiges;8;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
insp-decken-spiel-kennenlernen;Decken-Spiel (Kennenlernen);Inspirator (DPBM);bewegung_drinnen;sonstiges;7;3;Kern;ausführlich beschrieben, Altersstufe da
sw-oxford-cambridge;Oxford Cambridge;Spielewiki;bewegung_drinnen;sonstiges;7;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
insp-das-duell-um-die-geld;Das Duell um die Geld;Inspirator (DPBM);bewegung_drinnen;sonstiges;6;5;Kern;ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material
insp-der-kaiser-mag;Der Kaiser mag...;Inspirator (DPBM);bewegung_drinnen;sonstiges;6;6;Kern;ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material
insp-digitales-tabu;Digitales Tabu;Inspirator (DPBM);bewegung_drinnen;sonstiges;6;7;Kern;ausführlich beschrieben, Altersstufe da
sw-jammerquaks;Jammerquaks;Spielewiki;kreis;sonstiges;6;8;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-schreikreis;Schreikreis;Spielewiki;kreis;sonstiges;6;9;Kern;kurz genug für einen Slot, kein Material
insp-seemannsgarn-pfadfinder-geschichten;Seemannsgarn (Pfadfinder-Geschichten);Inspirator (DPBM);bewegung_drinnen;sonstiges;6;10;Kern;Altersstufe da, kein Material
sw-umzug-neubau-erdbeben;Umzug Neubau Erdbeben;Spielewiki;bewegung_drinnen;sonstiges;6;11;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-wie-viele-schritte-darf-ich-gehen;Wie viele Schritte darf ich gehen;Spielewiki;bewegung_drinnen;sonstiges;6;12;Kern;ausführlich beschrieben, kein Material
sw-ameisenkonig;Ameisenkönig;Spielewiki;bewegung_drinnen;sonstiges;5;13;Kern;ausführlich beschrieben, Tipps da, zu lang für einen Baustein, kein Material
sw-kalaha;Kalaha;Spielewiki;bewegung_drinnen;sonstiges;5;14;Kern;ausführlich beschrieben, kurz genug für einen Slot, viel Material
insp-schmuggler-innen-spiel;Schmuggler*innen-Spiel;Inspirator (DPBM);bewegung_drinnen;sonstiges;5;15;Kern;ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
ps-stuhlrutschen-nach-kartenfarben;Stuhlrutschen (nach Kartenfarben);pfadfinder-spiele;kreis;sonstiges;5;16;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, Tipps da
sw-krieg;Krieg;Spielewiki;bewegung_drinnen;sonstiges;4;17;Reserve (zweite Reihe);ausführlich beschrieben
insp-liedtitel-in-emojis-verpacken;Liedtitel in Emojis verpacken;Inspirator (DPBM);bewegung_drinnen;sonstiges;4;18;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material
insp-tiere-raten;Tiere raten;Inspirator (DPBM);bewegung_drinnen;sonstiges;4;19;Reserve (zweite Reihe);Altersstufe da
insp-was-gehoert-wem;Was gehört wem?;Inspirator (DPBM);bewegung_drinnen;sonstiges;4;20;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material
insp-wutball-aus-alten-socken;Wutball aus alten Socken;Inspirator (DPBM);bewegung_drinnen;sonstiges;4;21;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material
insp-digitaler-sippencontest;(Digitaler-) Sippencontest;Inspirator (DPBM);bewegung_drinnen;sonstiges;3;22;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material, Corona/Online
insp-eine-virtuelle-bombe-entschaerfen;Eine (virtuelle) Bombe entschärfen;Inspirator (DPBM);bewegung_drinnen;sonstiges;3;23;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material
eig-schraege-olympiade;Schräge Olympiade;eigene;bewegung_drinnen;sonstiges;3;24;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein
eig-werwolf-abend;Werwolf-Abend;eigene;bewegung_drinnen;sonstiges;3;25;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein
sw-blinde-kuh;Blinde Kuh;Spielewiki;bewegung_drinnen;sonstiges;2;26;Reserve (zweite Reihe);
insp-ich-male-ein-bild;Ich male ein Bild;Inspirator (DPBM);bewegung_drinnen;sonstiges;2;27;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein
insp-kim-gedaechtnisspiel;Kim-Gedächtnisspiel;Inspirator (DPBM);ruhig;sonstiges;2;28;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein
insp-online-treffen-gather-town;Online Treffen (gather-town);Inspirator (DPBM);bewegung_drinnen;sonstiges;2;29;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material, Corona/Online
eig-stationenlauf-durchs-viertel;Stationenlauf durchs Viertel;eigene;gelaende;sonstiges;2;30;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein
sw-welle-entspannungsspiel;Welle (Entspannungsspiel);Spielewiki;bewegung_drinnen;sonstiges;2;31;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material
eig-casino-abend;Casino-Abend;eigene;bewegung_drinnen;sonstiges;1;32;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein, viel Material
eig-planspiel-wir-planen-unsere-fahrt;Planspiel: Wir planen unsere Fahrt;eigene;bewegung_drinnen;sonstiges;1;33;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein, viel Material
eig-schokoladen-wettessen;Schokoladen-Wettessen;eigene;bewegung_drinnen;sonstiges;1;34;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, zu lang für einen Baustein, viel Material
eig-chaosspiel;Chaosspiel;eigene;gelaende;sonstiges;0;35;Reserve (zweite Reihe);eigene Sammlung, dünn beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein, viel Material, viel Vorbereitung
insp-ich-packe-meinen-koffer;Ich packe meinen Koffer ...;Inspirator (DPBM);bewegung_drinnen;sonstiges;0;36;Reserve (zweite Reihe);Dublette, Altersstufe da, kein Material
insp-online-spieleplattform;Online-Spieleplattform;Inspirator (DPBM);bewegung_drinnen;sonstiges;0;37;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material, Corona/Online
insp-stadt-land-fluss;Stadt, Land, Fluss;Inspirator (DPBM);bewegung_drinnen;sonstiges;-3;38;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material, Corona/Online
insp-casino-heimabend;Casino-Heimabend;Inspirator (DPBM);bewegung_drinnen;sonstiges;-10;39;Reserve (zweite Reihe);Dublette, Altersstufe da, zu lang für einen Baustein, viel Material, Anlass passt nicht
ps-pferderennen;Pferderennen;pfadfinder-spiele;kreis;team;11;1;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
sw-burgspiel;Burgspiel;Spielewiki;kooperation;team;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-chinesisch-knobeln;Chinesisch Knobeln;Spielewiki;kooperation;team;9;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-gemeinsam-aufstehen;Gemeinsam Aufstehen;Spielewiki;kooperation;team;9;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-gordischer-knoten;Gordischer Knoten;Spielewiki;kooperation;team;9;5;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-korperteil-twister;Körperteil-Twister;Spielewiki;kooperation;team;9;6;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-liebst-du-mich;Liebst du mich;Spielewiki;kooperation;team;9;7;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-larmwand;Lärmwand;Spielewiki;kooperation;team;9;8;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-mord-im-dunkeln;Mord im Dunkeln;Spielewiki;kooperation;team;9;9;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-stille-post;Stille Post;Spielewiki;kooperation;team;9;10;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-telefax;Telefax;Spielewiki;kooperation;team;9;11;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-waschmaschine;Waschmaschine;Spielewiki;kooperation;team;9;12;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-gebarden-paare;Gebärden-Paare;Spielewiki;kooperation;team;8;13;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-kooperatives-armdrucken;Kooperatives Armdrücken;Spielewiki;kooperation;team;8;14;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-worter-geschichte;Wörter-Geschichte;Spielewiki;kooperation;team;8;15;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-alle-meine-entlein;Alle meine Entlein;Spielewiki;kooperation;team;7;16;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-bierbank-balance;Bierbank-Balance;Spielewiki;kooperation;team;7;17;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-blindes-quadrat;Blindes Quadrat;Spielewiki;kooperation;team;7;18;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-carrot-in-the-box;Carrot in the Box;Spielewiki;kooperation;team;7;19;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-epidemie;Epidemie;Spielewiki;kooperation;team;7;20;Kern;kurz genug für einen Slot, kein Material
sw-haschen-spiel;Häschen-Spiel;Spielewiki;kooperation;team;7;21;Kern;ausführlich beschrieben, kein Material
sw-kette-durch-den-reifen;Kette durch den Reifen;Spielewiki;kooperation;team;7;22;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-namenseigenschaften;Namenseigenschaften;Spielewiki;kooperation;team;7;23;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-papierflieger-wettkampf;Papierflieger-Wettkampf;Spielewiki;kooperation;team;7;24;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-ruppel-tuppel;Rüppel Tüppel;Spielewiki;kooperation;team;7;25;Kern;ausführlich beschrieben, kein Material
sw-schwebende-stange;Schwebende Stange;Spielewiki;kooperation;team;7;26;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-systemisches-kreisen;Systemisches Kreisen;Spielewiki;kooperation;team;7;27;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-wortdomino;Wortdomino;Spielewiki;kooperation;team;7;28;Kern;ausführlich beschrieben, kein Material
sw-wortkette;Wortkette;Spielewiki;kooperation;team;7;29;Kern;ausführlich beschrieben, kein Material
sw-zwei-funfecke;Zwei Fünfecke;Spielewiki;kooperation;team;7;30;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-blindes-finden;Blindes Finden;Spielewiki;kooperation;team;6;31;Kern;ausführlich beschrieben, Tipps da
sw-die-wand;Die Wand;Spielewiki;kooperation;team;6;32;Kern;ausführlich beschrieben, kein Material
sw-drangelei;Drängelei;Spielewiki;kooperation;team;6;33;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-durchzahlen;Durchzählen;Spielewiki;kooperation;team;6;34;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-flaschenhals;Flaschenhals;Spielewiki;kooperation;team;6;35;Kern;ausführlich beschrieben, kurz genug für einen Slot
